time,open,high,low,close,buy_volume,sell_volume,avg_speed,tick_count,volume_delta,rejection_speed,micro_trend,source_date,symbol,vol_mean,vol_std,is_massive_vol,absorption_ratio,absorption_z,whale_signal,ret_3h_pips,hit_3h,miss_3h,ret_6h_pips,hit_6h,miss_6h,ret_12h_pips,hit_12h,miss_12h,hit,miss
2026-04-03 04:00:00,1.153815,1.153985,1.153375,1.1535,0.0,0.0,4.3371954243586127e-08,1391,0.0,-0.7547425455294409,-0.2950819672132281,2026-04-02,EURUSD,4326.333333333333,3281.54736388937,False,2280327.868852461,-0.6968023157687709,0,1.2000000000012,0,0,-1.149999999998652,0,0,7.850000000000357,0,0,0,0
2026-04-03 05:00:00,1.153495,1.15383,1.153215,1.153615,0.0,0.0,3.6983973655750385e-08,1057,0.0,0.0,0.1504065040654765,2026-04-03,EURUSD,4111.5,3321.1972042571056,False,1718699.1869924006,-0.9868748362645088,0,0.05000000000032756,0,0,1.8999999999991246,0,0,6.899999999998574,0,0,0,0
2026-04-03 05:00:00,1.153495,1.15383,1.153215,1.153615,0.0,0.0,3.6950476317444334e-08,1057,0.0,-1.074753798287409,0.1504065040654765,2026-04-02,EURUSD,4020.7916666666665,3375.490701579442,False,1718699.1869924006,-0.9380583734826283,0,-2.2999999999995246,0,0,1.8999999999991246,0,0,6.899999999998574,0,0,0,0
2026-04-03 06:00:00,1.153625,1.15375,1.15342,1.15362,0.0,0.0,3.0975860993958734e-08,512,0.0,-1.3530062183102556,0.1060606060605754,2026-04-02,EURUSD,3919.625,3444.9612708430695,False,1551515.1515143828,-0.9819794716169346,0,-2.349999999999852,0,0,3.4499999999981767,0,0,6.849999999998246,0,0,0,0
2026-04-03 06:00:00,1.153625,1.15375,1.15342,1.15362,0.0,0.0,3.0975860993958734e-08,512,0.0,0.0,0.1060606060605754,2026-04-03,EURUSD,3792.2083333333335,3514.3090604130775,False,1551515.1515143828,-0.9408635663286613,0,1.849999999998797,0,0,3.4499999999981767,0,0,6.849999999998246,0,0,0,0
2026-04-03 07:00:00,1.153625,1.153635,1.153385,1.153385,0.0,0.0,4.114321934833161e-08,1303,0.0,-0.7485786114998679,-0.5,2026-04-02,EURUSD,3614.5,3528.4142515349276,False,5212000.000002889,1.1711338560275333,0,4.199999999998649,0,0,8.999999999999009,0,0,10.899999999998133,0,0,0,0
2026-04-03 07:00:00,1.153625,1.153635,1.153385,1.153385,0.0,0.0,4.114321934833161e-08,1303,0.0,0.0,-0.5,2026-04-03,EURUSD,3430.3333333333335,3528.927089895327,False,5212000.000002889,1.0871114956221886,0,5.799999999998029,0,0,8.999999999999009,0,0,10.899999999998133,0,0,0,0
2026-04-03 08:00:00,1.153385,1.15381,1.152935,1.153805,0.0,0.0,4.16527871291258e-08,1097,0.0,-0.6917515149195023,0.4942857142855497,2026-04-02,EURUSD,3303.125,3556.773480612914,False,1253714.2857143444,-1.0826620394060043,0,1.5999999999993797,0,0,4.999999999999449,0,0,6.200000000000649,0,0,0,0
2026-04-03 08:00:00,1.153385,1.15381,1.152935,1.153805,0.0,0.0,4.16527871291258e-08,1097,0.0,0.0,0.4942857142855497,2026-04-03,EURUSD,3217.75,3585.1871002052685,False,1253714.2857143444,-1.016145560078829,0,4.8000000000003595,0,0,4.999999999999449,0,0,6.200000000000649,0,0,0,0
2026-04-03 09:00:00,1.153795,1.154055,1.153505,1.153965,0.0,0.0,4.82913893793653e-08,766,0.0,-0.2880503576726507,0.3363636363633868,2026-04-02,EURUSD,3094.5416666666665,3617.731116732007,False,1392727.2727271449,-0.9051955333326619,0,3.20000000000098,0,0,3.4000000000000696,0,0,-8.649999999998936,0,0,0,0
2026-04-03 09:00:00,1.153795,1.154055,1.153505,1.153965,0.0,0.0,4.82913893793653e-08,766,0.0,0.0,0.3363636363633868,2026-04-03,EURUSD,2979.4583333333335,3647.1541255586817,False,1392727.2727271449,-0.8462249799299136,0,3.4000000000000696,0,0,3.4000000000000696,0,0,-8.649999999998936,0,0,0,0
2026-04-03 10:00:00,1.15396,1.154635,1.15395,1.154285,0.0,0.0,5.4009229438044486e-08,1115,0.0,0.0663015777343646,-0.0109489051094015,2026-04-02,EURUSD,2789.7083333333335,3619.5022054945225,False,1627737.2262772613,-0.6688051360932135,0,0.1999999999990898,0,0,1.8999999999991246,0,0,-8.049999999999446,0,0,0,0
2026-04-03 10:00:00,1.15396,1.154635,1.15395,1.154285,0.0,0.0,5.4009229438044486e-08,1115,0.0,0.0,-0.0109489051094015,2026-04-03,EURUSD,2476.4583333333335,3411.1319679156704,False,1627737.2262772613,-0.6162586707004472,0,0.1999999999990898,0,0,1.8999999999991246,0,0,-8.049999999999446,0,0,0,0
2026-04-03 11:00:00,1.1542750000000002,1.154535,1.154015,1.154305,0.0,0.0,4.662720007439292e-08,777,0.0,-0.3416149502008736,0.0576923076918232,2026-04-02,EURUSD,1902.25,2251.9096678539127,False,1494230.7692305509,-0.6371396495647771,0,0.0,0,0,1.2000000000012,0,0,-22.050000000000125,0,0,0,0
2026-04-03 11:00:00,1.1542750000000002,1.154535,1.154015,1.154305,0.0,0.0,4.662720007439292e-08,777,0.0,0.0,0.0576923076918232,2026-04-03,EURUSD,1499.125,1333.5627766805108,False,1494230.7692305509,-0.5808913826132833,0,1.7000000000000348,0,0,1.2000000000012,0,0,-22.050000000000125,0,0,0,0
2026-04-03 12:00:00,1.1542949999999998,1.154555,1.154065,1.154305,0.0,0.0,5.364666682874881e-08,775,0.0,0.0,-0.0102040816331755,2026-04-03,EURUSD,1277.7916666666667,913.7357614029753,False,1581632.653060897,-0.48158921063078636,0,1.7000000000000348,0,0,-12.049999999999006,0,0,-21.050000000000235,0,0,0,0
2026-04-03 12:00:00,1.1542949999999998,1.154555,1.154065,1.154305,0.0,0.0,5.364666682874881e-08,775,0.0,0.0558391510045089,-0.0102040816331755,2026-04-02,EURUSD,1150.1666666666667,737.5110119541484,False,1581632.653060897,-0.4361886138878286,0,1.2000000000012,0,0,-12.049999999999006,0,0,-21.050000000000235,0,0,0,0
2026-04-03 13:00:00,1.154355,1.1549049999999998,1.154185,1.154475,0.0,0.0,4.810429863903363e-08,663,0.0,-0.2533050833214896,-0.0972222222219566,2026-04-02,EURUSD,1045.75,604.6987212474244,False,920833.3333335484,-0.936887104525224,0,-0.4999999999988347,0,0,-9.949999999998571,0,0,-25.649999999999284,0,0,0,0
2026-04-03 13:00:00,1.154355,1.1549049999999998,1.154185,1.154475,0.0,0.0,4.810429863903363e-08,663,0.0,0.0,-0.0972222222219566,2026-04-03,EURUSD,928.9166666666666,320.776085613406,False,920833.3333335484,-0.862392295988653,0,-13.74999999999904,0,0,-9.949999999998571,0,0,-25.649999999999284,0,0,0,0
2026-04-03 14:00:00,1.15449,1.154675,1.154085,1.154425,0.0,0.0,4.8955010937011186e-08,1011,0.0,-0.1917368588406185,0.0762711864404132,2026-04-02,EURUSD,907.25,294.8547542214073,False,1713559.3220342805,-0.11870315014051094,0,-13.250000000000206,0,0,-23.250000000001325,0,0,-23.900000000001143,0,0,0,0
2026-04-03 14:00:00,1.15449,1.154675,1.154085,1.154425,0.0,0.0,4.8955010937011186e-08,1011,0.0,0.0,0.0762711864404132,2026-04-03,EURUSD,920.1666666666666,292.2049112265868,False,1713559.3220342805,-0.12485769419250639,0,-9.449999999999736,0,0,-23.250000000001325,0,0,-23.900000000001143,0,0,0,0
2026-04-03 15:00:00,1.154435,1.154595,1.15181,1.1531,0.0,0.0,1.0936631094124012e-07,4402,0.0,2.63814105548383,-0.036804308797089,2026-04-02,EURUSD,1077.75,763.3139561492264,True,1580610.41292637,-0.24224977259675837,0,3.8000000000004697,0,0,-9.00000000000123,0,0,-16.35000000000053,0,0,0,0
