time,open,high,low,close,buy_volume,sell_volume,avg_speed,tick_count,volume_delta,rejection_speed,micro_trend
2026-01-07 01:00:00,4495.665,4500.535,4492.27,4493.469999999999,0.0,0.0,0.000303733889048271,6744,0.0,0.0,-0.3548094373866917
2026-01-07 02:00:00,4493.424999999999,4494.735000000001,4482.445,4492.245,0.0,0.0,0.0003126158939274461,11568,0.0,0.0,0.2973962571195676
2026-01-07 03:00:00,4492.205,4496.03,4461.225,4465.695,0.0,0.0,0.0005320809462882175,23932,0.0,0.0,-0.3715701766987798
2026-01-07 04:00:00,4465.6900000000005,4478.725,4459.825,4474.805,0.0,0.0,0.00039998476586780514,19014,0.0,0.0,0.29259259259261877
2026-01-07 05:00:00,4474.82,4480.405,4472.1,4474.805,0.0,0.0,0.00033979762697686634,17748,0.0,0.0,-0.17429259482243542
2026-01-07 06:00:00,4474.785,4476.139999999999,4463.725,4464.9,0.0,0.0,0.0003869611715715516,12264,0.0,0.0,-0.40535642368108243
2026-01-07 07:00:00,4464.91,4470.645,4443.45,4454.545,0.0,0.0,0.0004610419648083065,18178,0.0,0.0,-0.09202059202060865
2026-01-07 08:00:00,4454.530000000001,4460.485000000001,4441.530000000001,4444.285,0.0,0.0,0.0003963108818349074,18461,0.0,0.0,-0.35465576365079343
2026-01-07 09:00:00,4444.275,4465.0650000000005,4441.8,4461.265,0.0,0.0,0.0003496227728089115,14468,0.0,0.0,0.33666451751555626
2026-01-07 10:00:00,4460.950000000001,4475.049999999999,4459.425,4468.44,0.0,0.0,0.0003361268483545813,12114,0.0,0.0,0.07696000000002544
2026-01-07 11:00:00,4468.23,4468.72,4459.6849999999995,4463.469999999999,0.0,0.0,0.0003061055641827867,12103,0.0,0.0,-0.08107360265633767
2026-01-07 12:00:00,4463.459999999999,4467.825000000001,4458.975,4464.385,0.0,0.0,0.0002815501708289683,10827,0.0,0.0,0.11129943502820702
2026-01-07 13:00:00,4464.375,4465.005,4446.635,4447.405000000001,0.0,0.0,0.00034789930071448563,11698,0.0,0.0,-0.45808383233528055
2026-01-07 14:00:00,4447.514999999999,4455.055,4439.525,4445.23,0.0,0.0,0.00037464575511870785,16758,0.0,0.0,-0.13264649066325263
2026-01-07 15:00:00,4445.215,4453.17,4427.865,4453.035,0.0,0.0,0.0004949615227026865,25039,0.0,0.0,0.4946650859513844
2026-01-07 16:00:00,4452.9400000000005,4454.43,4435.83,4445.385,0.0,0.0,0.00048557913033296944,25384,0.0,0.0,0.013709677419360439
2026-01-07 17:00:00,4442.995,4452.275,4423.615,4446.215,0.0,0.0,0.0004832892588731924,24826,0.0,0.0,0.28855547801816045
2026-01-07 18:00:00,4446.175,4468.425,4443.995000000001,4464.225,0.0,0.0,0.0003958502870330411,20588,0.0,0.0,0.3280802292263455
2026-01-07 19:00:00,4464.24,4465.425,4449.98,4451.975,0.0,0.0,0.0003010777519857512,14610,0.0,0.0,-0.37083198446091453
2026-01-07 20:00:00,4451.775,4458.955,4447.235,4452.155000000001,0.0,0.0,0.00030804650622197804,16527,0.0,0.0,-0.0802047781568831
2026-01-07 21:00:00,4452.135,4458.03,4445.455,4457.055,0.0,0.0,0.00026667180491578095,14584,0.0,0.0,0.422465208747521
2026-01-07 22:00:00,4457.025,4461.7,4450.67,4452.110000000001,0.0,0.0,0.00028458470999859653,14921,0.0,0.0,-0.3694469628285587
2026-01-07 23:00:00,4452.34,4456.615,4449.975,4456.59,0.0,0.0,0.0002298587926088175,5460,0.0,0.0,0.4962349397590906
2026-01-08 01:00:00,4459.745,4464.05,4458.615,4463.54,0.0,0.0,0.0003003110148398481,5313,0.0,0.0,0.4061637534497451
2026-01-08 02:00:00,4463.49,4466.46,4446.895,4450.37,0.0,0.0,0.00035444073912338026,12915,0.0,0.0,-0.3223869154101722
2026-01-08 03:00:00,4450.38,4460.375,4441.9,4448.585,0.0,0.0,0.00040008630495068977,21476,0.0,0.0,-0.13815967523679196
2026-01-08 04:00:00,4448.555,4449.73,4433.299999999999,4441.1900000000005,0.0,0.0,0.0003832119329974542,22493,0.0,0.0,-0.019780888618314233
2026-01-08 05:00:00,4441.200000000001,4446.475,4437.415,4440.424999999999,0.0,0.0,0.0003452164934345608,18858,0.0,0.0,-0.16777041942608933
2026-01-08 06:00:00,4440.415,4440.635,4430.3099999999995,4431.6900000000005,0.0,0.0,0.00028127335062886705,12597,0.0,0.0,-0.36634382566577034
2026-01-08 07:00:00,4431.68,4432.405000000001,4415.74,4425.62,0.0,0.0,0.0004529989407177037,21315,0.0,0.0,0.09285928592856835
2026-01-08 08:00:00,4425.605,4437.91,4416.005,4433.264999999999,0.0,0.0,0.0004153254778468327,23015,0.0,0.0,0.2879479570873798
2026-01-08 09:00:00,4433.365,4439.76,4428.57,4431.139999999999,0.0,0.0,0.0003780857381974298,13828,0.0,0.0,-0.27033065236822235
2026-01-08 10:00:00,4431.105,4433.459999999999,4419.99,4431.655000000001,0.0,0.0,0.00034304248330702786,15284,0.0,0.0,0.36599851521911214
2026-01-08 11:00:00,4431.49,4435.540000000001,4426.195,4432.725,0.0,0.0,0.0002833674291868744,13745,0.0,0.0,0.1987693953985919
2026-01-08 12:00:00,4432.735000000001,4435.045,4422.9400000000005,4433.285,0.0,0.0,0.0002936845655063323,11030,0.0,0.0,0.3546055349029094
2026-01-08 13:00:00,4433.275,4433.275,4422.3099999999995,4422.969999999999,0.0,0.0,0.00025480685423500586,12399,0.0,0.0,-0.4398084815321618
2026-01-08 14:00:00,4422.945,4431.46,4407.75,4427.76,0.0,0.0,0.0003559663378991116,17940,0.0,0.0,0.3439477013918449
2026-01-08 15:00:00,4427.775,4436.094999999999,4417.375,4423.865,0.0,0.0,0.0004250665934996765,22044,0.0,0.0,-0.15331196581196535
2026-01-08 16:00:00,4423.855,4439.55,4419.030000000001,4433.115,0.0,0.0,0.000508720661108005,25444,0.0,0.0,0.18640350877188094
2026-01-08 17:00:00,4433.135,4456.645,4427.965,4454.235000000001,0.0,0.0,0.00045585487782835997,24785,0.0,0.0,0.4159693165969376
2026-01-08 18:00:00,4454.27,4464.514999999999,4447.0650000000005,4463.34,0.0,0.0,0.00037063200419062357,21113,0.0,0.0,0.4326647564470289
2026-01-08 19:00:00,4463.325000000001,4465.575,4457.65,4463.549999999999,0.0,0.0,0.00028880390814830067,14983,0.0,0.0,0.2444794952681332
2026-01-08 20:00:00,4463.335,4463.335,4447.99,4449.705,0.0,0.0,0.00030669366711357003,15696,0.0,0.0,-0.388237210817878
2026-01-08 21:00:00,4449.66,4453.005,4444.6849999999995,4452.27,0.0,0.0,0.0002442054183877107,12424,0.0,0.0,0.41165865384625444
2026-01-08 22:00:00,4452.235000000001,4478.125,4451.68,4476.285,0.0,0.0,0.0003420590581171251,15242,0.0,0.0,0.43042162979768706
2026-01-08 23:00:00,4476.07,4479.6900000000005,4472.719999999999,4477.495,0.0,0.0,0.0002782141204517658,7013,0.0,0.0,0.1850789096125894
2026-01-09 01:00:00,4480.605,4484.035,4472.77,4475.6900000000005,0.0,0.0,0.00033713262189831445,5912,0.0,0.0,-0.24079005770082346
2026-01-09 02:00:00,4475.674999999999,4476.865,4459.955,4462.75,0.0,0.0,0.00030587724817852013,9948,0.0,0.0,-0.3347131874630339
2026-01-09 03:00:00,4463.415,4470.15,4452.995,4469.01,0.0,0.0,0.00043251428453393694,20695,0.0,0.0,0.43354707082483884
2026-01-09 04:00:00,4468.925,4476.49,4465.674999999999,4469.625,0.0,0.0,0.0003360211650306217,15936,0.0,0.0,-0.1347665279703614
2026-01-09 05:00:00,4469.485000000001,4470.08,4460.655,4464.209999999999,0.0,0.0,0.0002932388396050578,15327,0.0,0.0,-0.1228116710876543
2026-01-09 06:00:00,4464.1849999999995,4466.99,4460.88,4464.725,0.0,0.0,0.00024822004100959763,8042,0.0,0.0,0.12929623567936424
2026-01-09 07:00:00,4464.540000000001,4471.73,4458.344999999999,4468.1900000000005,0.0,0.0,0.0003496808513449546,11837,0.0,0.0,0.23552484124026923
2026-01-09 08:00:00,4468.205,4477.58,4466.120000000001,4474.094999999999,0.0,0.0,0.00031709561528761105,14689,0.0,0.0,0.1958987783594374
2026-01-09 09:00:00,4474.02,4475.5,4468.62,4470.264999999999,0.0,0.0,0.0003041560315310065,9363,0.0,0.0,-0.26090116279070413
2026-01-09 10:00:00,4470.299999999999,4476.895,4464.145,4468.675,0.0,0.0,0.0002875579260029061,12226,0.0,0.0,-0.14470588235296114
2026-01-09 11:00:00,4468.645,4477.595,4468.555,4471.335,0.0,0.0,0.00023850527084468332,11209,0.0,0.0,-0.19247787610627193
2026-01-09 12:00:00,4471.295,4474.27,4467.135,4472.674999999999,0.0,0.0,0.00023471948756075632,7514,0.0,0.0,0.2764540995093041
2026-01-09 13:00:00,4472.6900000000005,4476.23,4468.82,4475.47,0.0,0.0,0.0002119448492091365,8351,0.0,0.0,0.3974358974359887
2026-01-09 14:00:00,4475.360000000001,4480.665,4461.23,4466.04,0.0,0.0,0.0002991220797407012,12085,0.0,0.0,-0.25250836120402126
2026-01-09 15:00:00,4466.055,4491.885,4459.325,4482.785,0.0,0.0,0.0005495009251817029,24451,0.0,0.0,0.22051597051597674
2026-01-09 16:00:00,4482.87,4498.225,4479.110000000001,4494.625,0.0,0.0,0.0005603681274049994,26265,0.0,0.0,0.3116662307088462
2026-01-09 17:00:00,4494.835,4517.155,4490.504999999999,4512.325,0.0,0.0,0.0005022756965273156,24554,0.0,0.0,0.3187617260787886
2026-01-09 18:00:00,4512.29,4514.3099999999995,4499.825000000001,4503.59,0.0,0.0,0.000421152518680016,12828,0.0,0.0,-0.2400759406282541
