n_total,n_wins,n_losses,wr_global,mae_wins_mean,mae_wins_std,mae_losses_mean,mae_losses_std,mae_percentiles,mfe_wins_mean,mfe_wins_std,mfe_losses_mean,mfe_losses_std,best_sl_atr,best_sl_wr,best_sl_wins_stopped_pct,best_sl_losses_stopped_pct,best_sl_risk_pct,sl_analysis
3299,3068,231,92.99787814489238,1.1620090690918732,0.8039144800781157,1.1331290527301847,0.7875018365456498,"{'p50': np.float64(1.3420337926342172), 'p75': np.float64(1.7628479004825328), 'p90': np.float64(2.1197842278049706), 'p95': np.float64(2.3567290999014885), 'p99': np.float64(2.7507776984732772), 'max': np.float64(3.4474055907788586)}",1.4547317574056735,0.9810778098330984,1.3778792785698606,0.957333450175236,1.9000000000000001,92.93338240706662,17.69882659713168,16.883116883116884,0.23964431467855943,"[{'sl_atr': 0.1, 'wr_resultante': 94.07783417935703, 'wins_stopped': 2512, 'losses_stopped': 196, 'total_stopped': 2708, 'pct_wins_stopped': 81.87744458930901, 'pct_losses_stopped': 84.84848484848484, 'risk_per_trade_pct': 0.0126128586672926, 'score': -69.67705499926099}, {'sl_atr': 0.2, 'wr_resultante': 93.64599092284418, 'wins_stopped': 2449, 'losses_stopped': 189, 'total_stopped': 2638, 'pct_wins_stopped': 79.82398956975229, 'pct_losses_stopped': 81.81818181818183, 'risk_per_trade_pct': 0.0252257173345852, 'score': -66.0019882166604}, {'sl_atr': 0.30000000000000004, 'wr_resultante': 93.50132625994695, 'wins_stopped': 2363, 'losses_stopped': 182, 'total_stopped': 2545, 'pct_wins_stopped': 77.02086049543678, 'pct_losses_stopped': 78.78787878787878, 'risk_per_trade_pct': 0.037838576001877816, 'score': -60.54039473092661}, {'sl_atr': 0.4, 'wr_resultante': 92.90780141843972, 'wins_stopped': 2282, 'losses_stopped': 171, 'total_stopped': 2453, 'pct_wins_stopped': 74.38070404172099, 'pct_losses_stopped': 74.02597402597402, 'risk_per_trade_pct': 0.0504514346691704, 'score': -55.85360666500226}, {'sl_atr': 0.5, 'wr_resultante': 92.26638023630504, 'wins_stopped': 2209, 'losses_stopped': 159, 'total_stopped': 2368, 'pct_wins_stopped': 72.0013037809648, 'pct_losses_stopped': 68.83116883116884, 'risk_per_trade_pct': 0.063064293336463, 'score': -51.73622732562457}, {'sl_atr': 0.6, 'wr_resultante': 92.17046580773042, 'wins_stopped': 2138, 'losses_stopped': 152, 'total_stopped': 2290, 'pct_wins_stopped': 69.6870925684485, 'pct_losses_stopped': 65.80086580086581, 'risk_per_trade_pct': 0.0756771520037556, 'score': -47.20371932916659}, {'sl_atr': 0.7000000000000001, 'wr_resultante': 92.56272401433692, 'wins_stopped': 2035, 'losses_stopped': 148, 'total_stopped': 2183, 'pct_wins_stopped': 66.32985658409387, 'pct_losses_stopped': 64.06926406926407, 'risk_per_trade_pct': 0.08829001067104822, 'score': -40.09698915385083}, {'sl_atr': 0.8, 'wr_resultante': 92.47933884297521, 'wins_stopped': 1949, 'losses_stopped': 140, 'total_stopped': 2089, 'pct_wins_stopped': 63.52672750977836, 'pct_losses_stopped': 60.60606060606061, 'risk_per_trade_pct': 0.1009028693383408, 'score': -34.57411617658151}, {'sl_atr': 0.9, 'wr_resultante': 92.59547934528449, 'wins_stopped': 1880, 'losses_stopped': 136, 'total_stopped': 2016, 'pct_wins_stopped': 61.27770534550196, 'pct_losses_stopped': 58.87445887445888, 'risk_per_trade_pct': 0.11351572800563342, 'score': -29.959931345719426}, {'sl_atr': 1.0, 'wr_resultante': 92.5925925925926, 'wins_stopped': 1793, 'losses_stopped': 129, 'total_stopped': 1922, 'pct_wins_stopped': 58.44198174706649, 'pct_losses_stopped': 55.84415584415584, 'risk_per_trade_pct': 0.126128586672926, 'score': -24.29137090154039}, {'sl_atr': 1.1, 'wr_resultante': 92.65927977839335, 'wins_stopped': 1730, 'losses_stopped': 125, 'total_stopped': 1855, 'pct_wins_stopped': 56.38852672750978, 'pct_losses_stopped': 54.112554112554115, 'risk_per_trade_pct': 0.13874144534021865, 'score': -20.1177736766262}, {'sl_atr': 1.2000000000000002, 'wr_resultante': 92.82452707110241, 'wins_stopped': 1645, 'losses_stopped': 121, 'total_stopped': 1766, 'pct_wins_stopped': 53.617992177314214, 'pct_losses_stopped': 52.38095238095239, 'risk_per_trade_pct': 0.15135430400751126, 'score': -14.411457283526019}, {'sl_atr': 1.3000000000000003, 'wr_resultante': 93.1098696461825, 'wins_stopped': 1568, 'losses_stopped': 120, 'total_stopped': 1688, 'pct_wins_stopped': 51.10821382007823, 'pct_losses_stopped': 51.94805194805194, 'risk_per_trade_pct': 0.16396716267480388, 'score': -9.10655799397395}, {'sl_atr': 1.4000000000000001, 'wr_resultante': 93.14825753101003, 'wins_stopped': 1491, 'losses_stopped': 115, 'total_stopped': 1606, 'pct_wins_stopped': 48.59843546284225, 'pct_losses_stopped': 49.78354978354979, 'risk_per_trade_pct': 0.17658002134209644, 'score': -4.048613394674462}, {'sl_atr': 1.5000000000000002, 'wr_resultante': 93.2686822589846, 'wins_stopped': 1433, 'losses_stopped': 113, 'total_stopped': 1546, 'pct_wins_stopped': 46.70795306388526, 'pct_losses_stopped': 48.917748917748916, 'risk_per_trade_pct': 0.18919288000938908, 'score': -0.14722386878592886}, {'sl_atr': 1.6, 'wr_resultante': 92.83276450511946, 'wins_stopped': 1164, 'losses_stopped': 84, 'total_stopped': 1248, 'pct_wins_stopped': 37.9400260756193, 'pct_losses_stopped': 36.36363636363637, 'risk_per_trade_pct': 0.2018057386766816, 'score': 16.952712353880855}, {'sl_atr': 1.7000000000000002, 'wr_resultante': 92.9275610801543, 'wins_stopped': 900, 'losses_stopped': 66, 'total_stopped': 966, 'pct_wins_stopped': 29.335071707953063, 'pct_losses_stopped': 28.57142857142857, 'risk_per_trade_pct': 0.21441859734397428, 'score': 34.25741766424818}, {'sl_atr': 1.8000000000000003, 'wr_resultante': 92.91338582677166, 'wins_stopped': 708, 'losses_stopped': 51, 'total_stopped': 759, 'pct_wins_stopped': 23.076923076923077, 'pct_losses_stopped': 22.07792207792208, 'risk_per_trade_pct': 0.22703145601126687, 'score': 46.759539672925506}, {'sl_atr': 1.9000000000000001, 'wr_resultante': 92.93338240706662, 'wins_stopped': 543, 'losses_stopped': 39, 'total_stopped': 582, 'pct_wins_stopped': 17.69882659713168, 'pct_losses_stopped': 16.883116883116884, 'risk_per_trade_pct': 0.23964431467855943, 'score': 57.535729212803254}]"
