symbol,n_candles,n_trades,lookahead_hours,mae_mean,mae_median,mae_p75,mae_p90,mae_p95,mae_p99,mae_max,mfe_mean,mfe_median,best_sl_atr,best_sl_wr,best_sl_false_stops_pct,safe_sl_atr,safe_sl_wr,safe_sl_false_stops_pct
EURUSD,134,128,6,1.3770819993207375,1.1448571570091879,1.7716140381197323,2.8960577832927274,3.929867772232159,5.3319861066710725,6.064935064934996,1.4215092870845378,0.977086180797438,2.9000000000000004,85.21739130434783,7.03125,2.9000000000000004,85.21739130434783,7.03125
