time,speed_eur,speed_gold,micro_trend_eur,micro_trend_gold,tick_activity_eur,tick_activity_gold,avg_speed_eur,avg_speed_gold,range_eur,range_gold,body_ratio_eur,body_ratio_gold,speed_divergence,trend_divergence,cluster,pca_x,pca_y
2026-01-08 11:00:00,0.5841313392042292,0.0,0.4740259740262343,0.1987693953985919,1.0089188841280643,0.8369105245532317,5.4962971635212554e-08,0.0002833674291868,0.0006594272403397655,0.002108184017732019,0.7337661384721829,0.1321562332784604,0.5841313392042292,0.2752565786276424,3,-0.3653889212599387,1.8893743229566904
2026-01-08 12:00:00,0.4003619401100007,0.0,0.1666666666667254,0.3546055349029094,0.9074033149171271,0.6734318516577587,5.182916305838283e-08,0.0002936845655063,0.0005393881796932409,0.0027304808962201987,0.4841269072815132,0.04543577034239973,0.4003619401100007,-0.18793886823618403,3,-0.4767527619022426,0.6056524945138244
2026-01-08 13:00:00,-0.0354653963399097,0.0,-0.029411764705639,-0.4398084815321618,0.7046531223668195,0.7540002483131177,4.545193960225428e-08,0.000254806854235,0.00043673357539221285,0.0024791034078909054,0.4901959823146669,0.9398084815236688,-0.0354653963399097,0.4103967168265228,2,-1.6245254548430845,0.6890427143270541
2026-01-08 14:00:00,0.1653311796564748,0.0,-0.0802469135802046,0.3439477013918449,0.8439323657040252,1.073970142552475,4.8012885361437125e-08,0.0003559663378991,0.0006938971318920258,0.005354852114839114,0.53086413199214,0.2030788696744072,0.1653311796564748,-0.42419461497204947,1,0.4574496243424381,-1.2273744520540473
2026-01-08 15:00:00,0.7237943949799227,0.0,-0.2672634271099442,-0.1533119658119653,1.7186466547952175,1.3024808526038243,5.5322869876403854e-08,0.0004250665934996,0.001676255476768343,0.004231593866449212,0.5319692822521337,0.20886752136640518,0.7237943949799227,-0.11395146129797892,1,2.1158394498768915,-0.4225101598826361
2026-01-08 16:00:00,0.6601764607468928,0.0,0.3076923076924227,0.1864035087718809,1.7976023328653201,1.5018740961544137,5.408145998352051e-08,0.000508720661108,0.0008915865096102136,0.004628799388240442,0.18269229012588298,0.45126705652803634,0.6601764607468928,0.12128879892054178,0,2.358288946437302,0.5219548889122166
2026-01-08 17:00:00,1.182289695797496,0.0,-0.0606060606059535,0.4159693165969376,1.6686185209282152,1.4651339788225035,5.666247105629222e-08,0.0004558548778283,0.0011314447349247744,0.006438816092999199,0.1515151400367165,0.7357043235678724,1.182289695797496,-0.4765753772028911,0,3.296809041034253,-1.3708034485691871
2026-01-08 18:00:00,1.0331058774328985,0.0,-0.3609271523178632,0.4326647564470289,1.4204168221728966,1.259587753925088,5.50538636632019e-08,0.0003706320041906,0.0012956257615020013,0.0039096282156409565,0.7814569018901808,0.5197707736360058,1.0331058774328985,-0.7935919087648922,1,1.994577452063288,-2.130192984970563
2026-01-08 19:00:00,0.4389852559720812,0.0,0.0966386554620696,0.2444794952681332,1.1829976916341638,0.9065062682924984,4.8429041163141166e-08,0.0002888039081483,0.0010213890891612803,0.0017754926011807157,0.30252098298153973,0.0283911671918865,0.4389852559720812,-0.1478408398060636,3,-0.08350353209229876,0.9538819712834153
2026-01-08 20:00:00,0.3184457300950842,0.0,-0.4476744186047007,-0.388237210817878,0.8606710439130173,0.9470516511005241,4.709791953588279e-08,0.0003066936671135,0.0007385017002714277,0.0034485432180336125,0.6395348093564145,0.8882372108120599,0.3184457300950842,-0.05943720778682271,1,-0.44224000212004705,-1.1051298430726975
2026-01-08 21:00:00,-0.2568699669599656,0.0,0.4316770186333827,0.4116586538462544,0.8230479224209188,0.7574416631526538,4.0809908737028093e-08,0.0002442054183877,0.0006909782277480931,0.0018687096694494513,0.6024843972067581,0.3137019230732336,-0.2568699669599656,0.020018364787128318,3,-1.4552283584555203,1.0785534288430905
2026-01-08 22:00:00,-0.265891144218118,0.0,-0.229166666666763,0.430421629797687,0.7011367803447012,0.9276932440657334,4.0683829187850736e-08,0.0003420590581171,0.00041197473221645496,0.005907800776760128,0.22916661892325485,0.9094346757386499,-0.265891144218118,-0.6595882964644499,1,-0.09509112909937872,-2.4481235394966836
2026-01-08 23:00:00,0.5030124404003417,0.0,0.2583333333333888,0.1850789096125894,0.7869729007169766,0.4355765348902208,4.9075532959816594e-08,0.0002782141204517,0.0010291771728501928,0.0015566739884692589,0.708333274305653,0.20444763270867994,0.5030124404003417,0.0732544237207994,3,-0.8691834790989216,1.3811676262536723
2026-01-09 01:00:00,-1.072669250724929,0.0,-0.2155172413790991,-0.2407900577008234,0.37584437186847075,0.3667645477480458,3.622295279528025e-08,0.0003371326218983,0.0004975060365495597,0.0025169303504039412,0.1293103225327789,0.43630714602358434,-1.072669250724929,0.02527281632172429,2,-2.558608545491802,-0.1185012522326699
2026-01-09 02:00:00,-0.7168271326893249,0.0,-0.4673913043480884,-0.3347131874630339,0.5382179646478816,0.6098406381625495,3.9376642897190335e-08,0.0003058772481785,0.00039472611585203345,0.0037891434653520486,0.9673910940456767,0.7643406268434625,-0.7168271326893249,-0.1326781168850545,1,-2.081031800571838,-1.8873374685352475
2026-01-09 03:00:00,-0.2022708442608031,0.0,-0.4152542372879591,0.4335470708248388,0.991903551799539,1.2439422058260015,4.4051442747629234e-08,0.0004325142845339,0.0007597120819972296,0.003838657778792114,0.5028248019408449,0.32614398134466477,-0.2022708442608031,-0.8488013081127979,1,0.4931733805086768,-2.66782597595176
2026-01-09 04:00:00,-0.6821786651121209,0.0,0.4425287356319448,-0.1347665279703614,0.7772186371440412,0.971364279383043,4.0810775970637565e-08,0.0003360211650306,0.0007465055816309417,0.0024196660793691887,0.5804597033953117,0.06472491909323279,-0.6821786651121209,0.5772952636023062,2,-1.5196311089214438,1.8757285916582842
2026-01-09 05:00:00,-0.761529797038774,0.0,-0.06481481481483,-0.1228116710876543,0.6100193523931129,0.9515615420632066,4.0895966652487174e-08,0.000293238839605,0.0004632747519549636,0.0021112358065593206,0.3240740140604439,0.5596816976069374,-0.761529797038774,0.057996856272824304,2,-1.8364089016060727,0.027950031386245428
2026-01-09 06:00:00,-1.3982160552776668,0.0,-0.0294117647060744,0.1292962356793642,0.5731099501591305,0.5136511096267002,3.660356018980154e-08,0.0002482200410095,0.00043760672026634846,0.0013685053390745615,0.35294110726657757,0.0883797053995343,-1.3982160552776668,-0.1587080003854386,2,-3.0319532825372746,0.12749937993580074
2026-01-09 07:00:00,-0.8880737615848233,0.0,-0.3306451612903052,0.2355248412402692,0.6335736845241642,0.7575740605924848,4.028690956580668e-08,0.0003496808513449,0.0005321340291129369,0.0029956201504412784,0.5080644341832078,0.27269331340846525,-0.8880737615848233,-0.5661700025305744,1,-1.474082212693604,-1.7728768415123468
2026-01-09 08:00:00,-0.213124619204909,0.0,-0.3604651162789076,0.1958987783594374,0.6992566611530721,0.9570134456838351,4.491206354115724e-08,0.0003170956152876,0.000369128813079309,0.0025614118609459855,0.4883719794477885,0.5139616055801458,-0.213124619204909,-0.556363894638345,1,-0.9699014772651925,-1.6582433125693081
2026-01-09 09:00:00,0.8619313787188141,0.0,0.4953271028036045,-0.2609011627907041,1.0514331210191081,0.6334929902260662,5.1965172764337945e-08,0.000304156031531,0.0009183958114283667,0.0015390586464113672,0.16822428334360442,0.5457848837131367,0.8619313787188141,0.7562282655943086,3,-0.3518119686606085,3.282798604687246
2026-01-09 10:00:00,1.4487103182425145,0.0,0.1470588235292526,-0.1447058823529611,1.4953740988823194,0.8309540463925554,5.6461422634992616e-08,0.0002875579260029,0.001021555683369266,0.0028531947389326814,0.1638655324482252,0.1274509803910859,1.4487103182425145,0.2917647058822137,3,0.9256890937017065,2.149893586802753
2026-01-09 11:00:00,0.6005823741965484,0.0,-0.4812500000001526,-0.1924778761062719,0.887409516552706,0.7707267320265183,5.03017046788496e-08,0.0002385052708446,0.0006871405932599341,0.0020217675481707283,0.8499998937501243,0.2975663716780812,0.6005823741965484,-0.28877212389388074,1,-0.8751646698172062,-0.7717203524100626
2026-01-09 12:00:00,1.0678953328084848,0.0,0.5,0.2764540995093041,0.8705443940375891,0.5260507976698531,5.3590745778139464e-08,0.0002347194875607,0.0008500188893086912,0.0015952422208186867,0.434343390470274,0.19341275402660352,1.0678953328084848,0.2235459004906959,3,-0.4093567225782763,2.508967694890396
2026-01-09 13:00:00,0.2664427803937372,0.0,0.3224299065417806,0.3974358974359887,0.7611564667607882,0.5892535839027201,4.8270326674717964e-08,0.0002119448492091,0.00045938125209312494,0.0016556920278763692,0.16822426762184942,0.37516869095307465,0.2664427803937372,-0.07500599089420812,3,-1.234051869121791,1.3938416520101695
2026-01-09 14:00:00,0.7926824525092695,0.0,-0.2519379844962228,-0.2525083612040212,1.2088167984903841,0.853515705465867,5.208848675714981e-08,0.0002991220797407,0.0005540570721734557,0.004351729944201217,0.7441859311340122,0.47954720864175315,0.7926824525092695,0.0005703767077984145,1,0.11230399718557652,-0.43430857510996795
2026-01-09 15:00:00,4.091002123263073,0.0,0.0600000000000152,0.2205159705159767,3.918375896800321,1.6944119608811274,1.0396857437660106e-07,0.0005495009251817,0.0030055043665683464,0.007263341873411373,0.10857142546940633,0.5138206388190409,4.091002123263073,-0.1605159705159615,0,9.65474081059687,1.0498626389986623
2026-01-09 16:00:00,1.929596933099144,0.0,-0.2066666666665528,0.3116662307088462,3.400769069875951,1.7982028241335044,7.81733082096499e-08,0.0005603681274049,0.0019335544746746157,0.004252857579887039,0.391111093728416,0.6149620716682578,1.929596933099144,-0.518332897375399,0,6.0011692434706,-0.9848694244840537
2026-01-09 17:00:00,1.3557568513302725,0.0,0.4846827133479187,0.3187617260787886,2.7390128775033227,1.6853400446147686,7.107911369859497e-08,0.0005022756965273,0.0019629572358813912,0.005906046217858986,0.21444200374436817,0.6562851782339135,1.3557568513302725,0.16592098726913007,0,5.032110923528971,1.062210020178425
2026-01-09 18:00:00,0.4784163773472652,0.0,-0.1688741721853715,-0.2400759406282541,1.3910437720733255,0.9116649837283056,5.774119809972577e-08,0.00042115251868,0.0012979979885328328,0.0032163229778908987,0.49006619271085594,0.6006213324086954,0.4784163773472652,0.07120176844288259,1,1.0322524747372783,0.023609066549950132
