n_total_trades,n_favorable,n_unfavorable,wr_global,wr_favorable,wr_unfavorable,wr_delta,loss_rate_favorable,loss_rate_unfavorable,z_score,p_value,significant,pct_losses_eliminated,filtered_win_rate,win_rate_improvement,mean_vol_wins,mean_vol_losses,confusion_tp,confusion_fp,confusion_tn,confusion_fn,precision_loss,recall_loss,accuracy,wr_by_decile
3804,3368,436,89.64248159831756,92.07244655581948,70.87155963302753,21.200886922791952,7.927553444180522,29.128440366972473,13.670307051609177,0.0,True,32.233502538071065,92.07244655581948,2.429964957501923,0.00020480996702273099,-0.031906291116463655,127,309,3101,267,29.128440366972473,32.233502538071065,84.85804416403786,"{0: 89.501312335958, 1: 93.6842105263158, 2: 89.73684210526316, 3: 89.501312335958, 4: 81.57894736842105, 5: 86.05263157894737, 6: 87.66404199475065, 7: 94.47368421052632, 8: 92.63157894736842, 9: 91.60104986876641}"
